Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
Townsquare Media,9.695941,United States,-35823750.0,149257387.9952,0.0,559685000.0,15393801.178781927,1.3661471477201766e-05,Empresas de Baixo Potencial
Getty Realty,30.040273000000003,United States,82473750.0,1627744303.85925,22.0979,246293750.0,54185403.1705787,1.3661471477201766e-05,Empresas de Baixo Potencial
Hennessy Advisors,9.2292405,United States,13471250.0,70890716.3472,14.6418,33907500.0,7681099.690402477,1.3661471477201766e-05,Empresas de Baixo Potencial
Wendy’s Company,16.915512,United States,346916250.0,3437959618.7647495,18.9202,2745857500.0,203243012.61260965,1.3661471477201766e-05,Empresas de Alto Potencial
BRT Apartments,16.953609999999998,United States,16902500.0,301857311.64,33.6604,118045000.0,17804898.876404498,1.3661471477201766e-05,Empresas de Baixo Potencial
Pangaea Logistics Solutions,6.8004929999999995,United States,69820750.0,318957400.8304,7.84615,629674387.5,46902099.71988796,1.3661471477201766e-05,Empresas de Baixo Potencial
Star Group,11.296057,United States,107092500.0,391537138.6704,-42.3571,2240881250.0,34661398.98819562,1.3661471477201766e-05,Empresas de Baixo Potencial
ENGIE Brasil,7.26128831,Brazil,1220532500.0,5924688136.3695,9.96536,2602546645.0,468084400.97929186,1.1768573027832958e-05,Empresas de Alto Potencial
IGM Financial,28.24223789,Canada,1138107500.0,6683477938.927875,9.98115,3042664413.75,236648312.53667605,1.0413384413918549e-05,Empresas de Alto Potencial
Crombie Real Estate Investment Trust,11.13680736,Canada,101331375.0,2036165194.131875,70.237755,429692646.25,182832038.69047394,1.3661471477201766e-05,Empresas de Baixo Potencial
Columbia Banking System,24.611307999999998,United States,801497500.0,5155601304.473625,16.4304,2487353750.0,209480995.6656357,1.3448964709477124e-05,Empresas de Alto Potencial
Acco Brands,5.1527544999999995,United States,-160250000.0,493622527.896,-18.6552,2167250000.0,95797796.67282811,1.3661471477201766e-05,Empresas de Baixo Potencial
Kilroy Realty,36.593129000000005,United States,449782500.0,4337602986.752,21.1297,1389902500.0,118535995.83550233,1.3661471477201766e-05,Empresas de Alto Potencial
Midland States Bancorp,21.058669499999997,United States,95945000.0,450514458.0256,7.46622,367621250.0,21393301.130710088,1.3661471477201766e-05,Empresas de Baixo Potencial
Summit State Bank,8.16725875,United States,10672500.0,55407498.6572,3.6569,41777500.0,6784099.825072886,1.3661471477201766e-05,Empresas de Baixo Potencial
Union Bankshares,25.0399105,United States,13711250.0,113277301.53279999,9.16028,57391250.0,4523870.064663369,1.3661471477201766e-05,Empresas de Baixo Potencial
IRSA Inversiones y Representaciones,11.505119774999999,Argentina,-184776250.0,999914560.9311999,4.12224,452975792.5,86910399.9337721,1.3661471477201766e-05,Empresas de Baixo Potencial
Granite Real Estate,57.067184690000005,Canada,220053750.0,3580400786.905625,-36.1584,499577880.0,62740098.47086474,1.3661471477201766e-05,Empresas de Baixo Potencial
Penns Woods Bancorp,22.458771,United States,25931250.0,169440870.2392,10.7182,80155000.0,7544529.94062765,1.3661471477201766e-05,Empresas de Baixo Potencial
Diamondback Energy,141.8878194545,United States,1220532500.0,15534204037.670837,8.8547,10562148750.0,292742012.06398046,1.4359796418193348e-06,Empresas de Muito Alto Potencial
Hanmi Financial,17.56794025,United States,120397500.0,531753414.08959997,6.25085,296211250.0,30268398.373542964,1.3661471477201766e-05,Empresas de Baixo Potencial
Brookline Bancorp,9.467353,United States,123193750.0,841757449.6575999,10.0606,444380000.0,88911594.36619718,1.3661471477201766e-05,Empresas de Baixo Potencial
Information Services Group,3.18594525,United States,5825000.0,155768503.8264,10.0606,333113750.0,48892398.206278026,1.3661471477201766e-05,Empresas de Baixo Potencial
Natura&Co,2.4136130694999998,Brazil,-445993750.0,3344427138.1515,3.71575,6092635198.75,468084400.97929186,1.3661471477201766e-05,Empresas de Potencial Mediano
Innovative Industrial,127.9616575,United States,225576250.0,3625384223.206375,23.2967,390286250.0,28331801.056940634,1.3661471477201766e-05,Empresas de Baixo Potencial
Heritage Commerce,9.2482895,United States,85255000.0,566867456.816,8.19491,218706250.0,61294302.780638516,1.3661471477201766e-05,Empresas de Baixo Potencial
Crown Castle,111.17948849999999,United States,1220532500.0,15534204037.670837,32.5726,8260000000.0,434567037.6424245,1.3888871363816306e-06,Empresas de Muito Alto Potencial
Vector Group,14.205791750000001,United States,472672500.0,2235650621.49125,13.6789,1776177500.0,157375995.70902127,1.3661471477201766e-05,Empresas de Baixo Potencial
Premier Financial,21.9920705,United States,111180000.0,788162829.0911999,7.09509,307646250.0,35838500.4763967,1.3661471477201766e-05,Empresas de Baixo Potencial
Dillard's,141.8878194545,United States,1064180000.0,6093724018.201626,8.27034,8438187500.0,16178900.917941652,1.0924128628267887e-05,Empresas de Potencial Mediano
RioCan REIT,14.338849015,Canada,270090000.0,4308284378.449875,26.9267,1076233402.5,300462357.469762,1.3661471477201766e-05,Empresas de Alto Potencial
Physicians Realty Trust,21.3825025,United States,381536250.0,14949213385.11375,70.237755,2997970000.0,468084400.97929186,4.439807185178858e-06,Empresas de Muito Alto Potencial
Pacific Premier Bancorp,23.5540885,United States,-12093750.0,2271198188.97925,9.87302,445963750.0,96424796.44157107,1.3661471477201766e-05,Empresas de Baixo Potencial
Washington Trust Bancorp,30.377249810000002,United States,67325000.0,518187295.3792,10.5033,240012500.0,17058400.566881336,1.3661471477201766e-05,Empresas de Baixo Potencial
Peoples Bancorp,28.325863,United States,197482500.0,1005806035.6511999,8.53448,554688750.0,35508398.65501009,1.3661471477201766e-05,Empresas de Baixo Potencial
LyondellBasell,91.97809649999999,United States,1220532500.0,15534204037.670837,13.7757,10562148750.0,325088984.1565704,2.2066270178275468e-06,Empresas de Muito Alto Potencial
Emera,37.553389089999996,Canada,1220532500.0,10830393683.76175,11.6142,6797723872.5,288399900.68022245,6.086563141175112e-06,Empresas de Muito Alto Potencial
Devon Energy,36.87867351,United States,1220532500.0,15534204037.670837,5.3079,10562148750.0,468084400.97929186,2.8481105473915458e-06,Empresas de Muito Alto Potencial
West Bancorporation,18.115599,United States,33140000.0,304932643.15680003,11.1228,94617500.0,16832600.630914826,1.3661471477201766e-05,Empresas de Baixo Potencial
Riley Permian,25.316121,United States,207630000.0,546202918.7456,3.49547,516587500.0,21575300.526711814,1.3661471477201766e-05,Empresas de Baixo Potencial
BCB Bancorp,11.61989,United States,37973750.0,198095884.72,5.92233,124861250.0,17048000.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Clearway Energy,28.935431,United States,266250000.0,5688416403.14875,66.3043,1561250000.0,196590000.78999168,1.15131778967074e-05,Empresas de Alto Potencial
Provident Financial Services,17.4469791,United States,123512500.0,2276569214.54075,9.1194,635712500.0,130485008.40702848,1.3661471477201766e-05,Empresas de Baixo Potencial
Karat Packaging,24.455582425000003,United States,49542500.0,489471156.4672,16.9934,511653750.0,20014700.44593305,1.3661471477201766e-05,Empresas de Baixo Potencial
Kinder Morgan,20.7157875,United States,1220532500.0,15534204037.670837,19.8091,10562148750.0,468084400.97929186,1.418614754944341e-06,Empresas de Muito Alto Potencial
Transcontinental,12.232220105,Canada,123036875.0,1037012060.78115,14.1477,2603241155.0,84777092.94629717,1.3661471477201766e-05,Empresas de Baixo Potencial
Unipar Carbocloro,8.1674587645,Brazil,141731250.0,923878384.89855,6.03894,1075455246.25,113116994.10276835,1.3661471477201766e-05,Empresas de Baixo Potencial
National Bankshares,27.81154,United States,13705000.0,176921168.71199998,8.30398,53598750.0,6361430.136986301,1.3661471477201766e-05,Empresas de Baixo Potencial
Teekay Tankers,54.842071,Canada,572831250.0,1882048270.98875,3.71401,1542602500.0,34317600.277873345,1.3661471477201766e-05,Empresas de Baixo Potencial
Delek US,17.7631925,United States,-121375000.0,1146411611.6736,-23.9114,10562148750.0,64538602.03753351,1.3661471477201766e-05,Empresas de Potencial Mediano
Klabin,3.6297964745,Brazil,1077081250.0,15534204037.670837,70.237755,4461147483.75,468084400.97929186,2.893824341846853e-06,Empresas de Muito Alto Potencial
Laurentian Bank of Canada,19.240156715,Canada,-30111375.0,845092268.5573,6.05488,929925370.0,43923356.814367816,1.3661471477201766e-05,Empresas de Baixo Potencial
Hooker Furniture,16.5250075,United States,5181250.0,177043981.4248,-18.1735,502821250.0,10713700.518731989,1.3661471477201766e-05,Empresas de Baixo Potencial
Innergex Renewable Energy,7.408156099999999,Canada,-154680000.0,1501959031.75475,-52.23688250000001,908275237.5,202743977.24350736,1.3661471477201766e-05,Empresas de Baixo Potencial
Power Corporation of Canada,29.773015530000002,Canada,1220532500.0,15534204037.670837,16.344,10562148750.0,468084400.97929186,3.3313207197611354e-06,Empresas de Muito Alto Potencial
Copa Holdings,89.4941069,Panama,966373750.0,3722301390.144,11.0069,4366773750.0,41592698.324854724,1.3661471477201766e-05,Empresas de Alto Potencial
Northland Power,16.6069182,Canada,588467500.0,4278819250.9543753,13.3948,2242004312.5,257652816.70107675,1.3661471477201766e-05,Empresas de Alto Potencial
Dow,51.879665765,United States,1220532500.0,15534204037.670837,29.9348,10562148750.0,468084400.97929186,1.7474641577993224e-06,Empresas de Muito Alto Potencial
Mullen Group,9.90090824,Canada,153718750.0,869067468.53805,7.57165,1812883373.75,87776540.03770971,1.3661471477201766e-05,Empresas de Baixo Potencial
Bank of Marin Bancorp,18.610873,United States,-28957500.0,302912443.3696,9.79602,77080000.0,16276100.716479016,1.3661471477201766e-05,Empresas de Baixo Potencial
Sociedad Química y Minera,39.831458999999995,Chile,1220532500.0,10929394289.356749,3.32459,6912541250.0,274391010.61692846,5.798102650730669e-06,Empresas de Muito Alto Potencial
LXP Industrial Trust,9.50068875,United States,125085000.0,2804280522.265625,59.7647,425518750.0,295166023.85965174,1.3661471477201766e-05,Empresas de Baixo Potencial
City Office REIT,5.6337417499999995,Canada,-8091250.0,226217831.98479998,-13.251,219212500.0,40154100.42265427,1.3661471477201766e-05,Empresas de Baixo Potencial
Logan Ridge Finance,22.81593975,United States,-4848750.0,61056822.4892,-18.4269,1118750.0,2676059.9457315803,1.3661471477201766e-05,Empresas de Baixo Potencial
"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",1.1548551495000001,Brazil,585040000.0,1259578950.949,11.1157,1592982728.75,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
Exchange Income Corporation,36.01556332,Canada,144058750.0,1710192213.28025,18.0187,2409855738.75,47484810.888146065,1.3661471477201766e-05,Empresas de Baixo Potencial
Piedmont Office Realty Trust,9.438779499999999,United States,-103245000.0,1170408597.0432,22.4788,725146250.0,123999993.5418769,1.3661471477201766e-05,Empresas de Baixo Potencial
Cogent Communications,72.97195675,United States,121217500.0,3575932165.81125,3.21201,1342675000.0,49004197.298179895,1.3661471477201766e-05,Empresas de Baixo Potencial
Valley Bank,8.38156,United States,633226250.0,4268075173.0176253,7.56034,2273525000.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
VICI Properties,31.28817299,United States,1220532500.0,15534204037.670837,13.8577,4680833750.0,468084400.97929186,1.9121880976316193e-06,Empresas de Muito Alto Potencial
American Assets Trust,25.097057500000002,United States,87557500.0,1934559140.6079998,32.012,556592500.0,77083105.88235293,1.3661471477201766e-05,Empresas de Baixo Potencial
Choice Properties REIT,10.539906944999998,Canada,1107617500.0,7627198983.26725,9.21811,1227278311.25,468084400.97929186,8.19922557903571e-06,Empresas de Alto Potencial
American Financial Group,128.5331275,United States,1220532500.0,10784417562.16325,13.2614,10000000000.0,83903797.96961877,5.798829620563735e-06,Empresas de Muito Alto Potencial
B2Gold,3.01488523,Canada,172776250.0,3962554083.392,11.8519,2429843750.0,468084400.97929186,1.3661471477201766e-05,Empresas de Alto Potencial
Telefonica Brasil,9.7435635,Brazil,1220532500.0,15534204037.670837,16.958,10562148750.0,468084400.97929186,3.918060175071729e-06,Empresas de Muito Alto Potencial
Canadian Utilities,25.173729725,Canada,1182387500.0,5159598116.12625,16.4305,3456911212.5,204959621.49789268,1.2071821990423397e-05,Empresas de Alto Potencial
NVE Corporation,76.57697999999999,United States,21670625.0,370148616.68640006,17.9866,34695011.25,4833680.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Aaron's,9.55783575,United States,-43227500.0,301557373.7056,32.4194,2587223750.0,31550800.996512208,1.3661471477201766e-05,Empresas de Baixo Potencial
Netstreit,15.7059005,United States,39386250.0,1222149948.0191998,70.237755,171506250.0,77814700.78835657,1.3661471477201766e-05,Empresas de Baixo Potencial
Topaz Energy,17.78662277,Canada,98721125.0,2576886196.4197497,70.237755,287471030.0,144877767.39528558,1.3661471477201766e-05,Empresas de Baixo Potencial
Copel,7.0386055,Brazil,617737500.0,5062918196.864,54.6296,5384565358.75,468084400.97929186,1.222866884129179e-05,Empresas de Potencial Mediano
KeyCorp (KeyBank),15.7630475,United States,1220532500.0,14629935321.036251,13.3952,7456250000.0,468084400.97929186,4.218046672514547e-06,Empresas de Muito Alto Potencial
B3,1.820855812,Brazil,1220532500.0,9839077455.688375,13.1882,2221371017.5,468084400.97929186,6.27016356745245e-06,Empresas de Alto Potencial
Avangrid,34.0310385,United States,1220532500.0,13170351566.02875,25.913,10562148750.0,387009981.0803232,4.671192693039893e-06,Empresas de Muito Alto Potencial
Capital Power,34.84995501,Canada,777095000.0,4528330162.04125,11.2035,3600155013.75,129937905.53651707,1.3549034148239546e-05,Empresas de Alto Potencial
Truist Financial,40.3553065,United States,-871390937.5,15534204037.670837,10.63,10562148750.0,468084400.97929186,1.1314981715689928e-06,Empresas de Muito Alto Potencial
Quiñenco,3.2098231714999996,Chile,1220532500.0,5337168780.494625,1.59448,10562148750.0,468084400.97929186,1.1416001162015597e-05,Empresas de Potencial Mediano
Bank of Montreal,86.12043375500001,Canada,1220532500.0,15534204037.670837,12.1086,10562148750.0,468084400.97929186,9.668147754116927e-07,Empresas de Muito Alto Potencial
WesBanco,28.0687015,United States,207783750.0,1672549380.5632498,10.4929,727785000.0,59587700.5768596,1.3661471477201766e-05,Empresas de Baixo Potencial
Boston Properties,75.85311800000001,United States,328956250.0,13431311040.41,65.1371,4178921250.0,177069992.56655473,4.516768677121495e-06,Empresas de Muito Alto Potencial
Enbridge,38.60413193,Canada,1220532500.0,15534204037.670837,29.0969,10562148750.0,468084400.97929186,7.185647546363471e-07,Empresas de Muito Alto Potencial
United Parcel Service,128.9522055,United States,1220532500.0,15534204037.670837,11.6041,10562148750.0,468084400.97929186,5.478741389382392e-07,Empresas de Muito Alto Potencial
Bassett Furniture,13.5914615,United States,-21418750.0,119501295.5968,22.9231,439853750.0,8792380.09810792,1.3661471477201766e-05,Empresas de Baixo Potencial
Equitrans Midstream,11.829429000000001,United States,1164568750.0,5168703602.89275,17.0137,1781240000.0,436936018.0354225,1.1683103663789834e-05,Empresas de Alto Potencial
Avista,36.71218525,United States,396176250.0,2889388406.425625,17.4414,2385592500.0,78703797.8466734,1.3661471477201766e-05,Empresas de Baixo Potencial
Chemours,19.37759525,United States,422500000.0,2892493545.817625,-10.36,7170000000.0,149269994.98648447,1.3661471477201766e-05,Empresas de Potencial Mediano
Pembina Pipeline,39.259989000000004,Canada,1220532500.0,15534204037.670837,11.5566,7686401345.0,468084400.97929186,2.637402799164629e-06,Empresas de Muito Alto Potencial
NW Natural,38.517078,United States,239532500.0,1489466850.89925,14.3001,1427971250.0,38670297.131554216,1.3661471477201766e-05,Empresas de Baixo Potencial
Dream Industrial REIT,10.062443759999999,Canada,164721250.0,2911620770.5361247,26.388,416184997.5,289355234.1738628,1.3661471477201766e-05,Empresas de Baixo Potencial
Comerica,56.385040000000004,United States,1018750000.0,7480603378.713625,6.67942,4107500000.0,132670002.16216259,7.991935539600902e-06,Empresas de Alto Potencial
UWM Holdings,8.0101045,United States,118318750.0,12938080800.0,70.237755,1303957500.0,468084400.97929186,4.606150705133948e-06,Empresas de Alto Potencial
Financial Institutions,23.60647325,United States,79962500.0,365248787.1888,7.58434,276748750.0,15472399.596530158,1.3661471477201766e-05,Empresas de Baixo Potencial
Vail Resorts,141.8878194545,United States,635667500.0,6390848430.5407505,24.8432,3606488750.0,37485499.35195501,9.27007198557316e-06,Empresas de Alto Potencial
Multiplan Empreendimentos Imobiliários,4.3400765375,Brazil,380227500.0,2507541826.46025,14.1209,523817456.25,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
Keyera,29.442991605,Canada,616082500.0,6746958325.684126,28.3678,6486367386.25,229153287.6889575,8.76252262815116e-06,Empresas de Potencial Mediano
National Storage,45.012787,United States,349465000.0,5776490689.024,41.2609,1026443750.0,128329994.07532796,1.0215458342575514e-05,Empresas de Alto Potencial
OTC Markets Group,44.95564,United States,40252500.0,538163996.9184,19.2653,137326250.0,11971000.677966103,1.3661471477201766e-05,Empresas de Baixo Potencial
NNN REIT,45.82236950000001,United States,725081250.0,8415736770.9696245,22.5,1066978750.0,183660008.48056588,6.9715672669786e-06,Empresas de Alto Potencial
Patterson Companies,20.915802,United States,275377500.0,1843623298.713625,10.0271,8166586250.0,88144996.72131267,1.3661471477201766e-05,Empresas de Potencial Mediano
Methode Electronics,11.0198465,United States,-154375000.0,388395577.5904,7.57595,1354125000.0,35245098.70354365,1.3661471477201766e-05,Empresas de Baixo Potencial
Dominion Energy,54.456328750000004,United States,1220532500.0,15534204037.670837,21.017,10562148750.0,468084400.97929186,1.2790168463578615e-06,Empresas de Muito Alto Potencial
Banco Latinoamericano de Comercio Exterior,30.592693999999998,Panama,241910000.0,1117853960.4415998,7.75604,335510000.0,36539899.377335,1.3661471477201766e-05,Empresas de Baixo Potencial
Grupo Aeroportuario Centro Norte,65.166629,Mexico,560375000.0,3154709949.414375,16.4229,1010153381.25,48409899.32768158,1.3661471477201766e-05,Empresas de Baixo Potencial
Cogeco,49.996291135,Canada,679300000.0,2099678297.5457501,7.76102,2728367471.25,41996681.15133177,1.3661471477201766e-05,Empresas de Baixo Potencial
Donegal Group,13.981966,United States,11744762.5,459508938.6496,47.3548,1201637136.25,32864401.08991826,1.3661471477201766e-05,Empresas de Baixo Potencial
Carter's,63.466505749999996,United States,424567500.0,2293228951.808,12.1642,3594301250.0,36132900.72784573,1.3661471477201766e-05,Empresas de Baixo Potencial
Four Corners Property Trust,27.835351250000002,United States,183466250.0,2582538946.214375,26.6396,328660000.0,92779103.91787761,1.3661471477201766e-05,Empresas de Baixo Potencial
Usiminas,1.074801727,Brazil,146855000.0,1295295273.5279999,-17.5301,6382923232.5,468084400.97929186,1.3661471477201766e-05,Empresas de Potencial Mediano
Viper Energy Partners,42.364976,United States,843451250.0,7980629570.841625,20.0268,1149303750.0,188378002.87769842,7.262349979475093e-06,Empresas de Alto Potencial
Alexander &amp; Baldwin,18.2394175,United States,65712500.0,1324579316.4672499,-29.5385,272061250.0,72621799.26893225,1.3661471477201766e-05,Empresas de Baixo Potencial
Simon Property Group,141.8878194545,United States,1220532500.0,15534204037.670837,24.8459,7299052500.0,374887003.72999954,9.732551517056872e-07,Empresas de Muito Alto Potencial
First Capital REIT,12.98360791,Canada,79598750.0,2756959771.759875,-14.8501,646369235.0,212341576.46092033,1.3661471477201766e-05,Empresas de Baixo Potencial
SunCoke Energy,8.267266,United States,125125000.0,695213462.1792,13.3538,2500375000.0,84092305.99078342,1.3661471477201766e-05,Empresas de Baixo Potencial
Genesis Energy  L.P.,12.458046,United States,444291250.0,1525662145.3439999,29.0667,3885110000.0,122463999.99999999,1.3661471477201766e-05,Empresas de Baixo Potencial
Ramaco Resources,11.06842145,United States,104367500.0,572380206.9376,6.85119,897107500.0,51712903.19249634,1.3661471477201766e-05,Empresas de Baixo Potencial
Invesco,16.6583505,United States,-200875000.0,7496790578.8672495,13.4656,7267500000.0,450031987.1926845,7.60907276252329e-06,Empresas de Potencial Mediano
Northfield Bancorp,10.905552499999999,United States,50051250.0,470969365.6608,11.6327,158961250.0,43186199.47598253,1.3661471477201766e-05,Empresas de Baixo Potencial
First Hawaiian Bank,21.696811,United States,362853750.0,2774718424.88325,10.9091,988392500.0,127886002.45829906,1.3661471477201766e-05,Empresas de Baixo Potencial
JBG SMITH,16.69168625,United States,-226413750.0,1443991127.481625,-52.23688250000001,724556250.0,86509601.59771904,1.3661471477201766e-05,Empresas de Baixo Potencial
Allegiant Air,50.0702965,United States,-18780000.0,916126208.6207999,5.67597,3123812500.0,18296800.15217805,1.3661471477201766e-05,Empresas de Baixo Potencial
Kimco Realty,21.820629500000003,United States,450677500.0,14709547827.76375,32.338,2377066250.0,468084400.97929186,3.849217573712992e-06,Empresas de Muito Alto Potencial
Compass Diversified Holdings,20.908468135,United States,81387500.0,1581773733.13925,70.237755,2574217500.0,75652301.39894465,1.3661471477201766e-05,Empresas de Baixo Potencial
Mercer International,6.2766455,Canada,-246868750.0,419724324.9504,-10.5238,2492661250.0,66870803.034901366,1.3661471477201766e-05,Empresas de Baixo Potencial
Kraft Heinz,33.450044,United States,1220532500.0,15534204037.670837,14.5556,10562148750.0,468084400.97929186,1.398116666657386e-06,Empresas de Muito Alto Potencial
Hope Bancorp,11.8199045,United States,180066250.0,1427040748.1920002,9.32331,648928750.0,120732003.2232071,1.3661471477201766e-05,Empresas de Baixo Potencial
Realty Income,59.7090905,United States,1220532500.0,15534204037.670837,46.4667,5894146250.0,468084400.97929186,1.083730732070246e-06,Empresas de Muito Alto Potencial
Newtek,11.63417675,United States,63092500.0,302069776.5664,11.0909,250200000.0,25964000.98239869,1.3661471477201766e-05,Empresas de Baixo Potencial
NorthWestern Corporation,54.2039295,United States,273681250.0,3322727859.3536253,19.0266,1840462500.0,61300497.76840672,1.3661471477201766e-05,Empresas de Baixo Potencial
Universal Corporation,50.3560315,United States,300038750.0,1243426309.4912,11.4817,3534876250.0,24692698.619254775,1.3661471477201766e-05,Empresas de Baixo Potencial
T. Rowe Price,103.57417525000001,United States,1220532500.0,15534204037.670837,15.5554,8495250000.0,222598004.21168453,2.435838829738781e-06,Empresas de Muito Alto Potencial
Northern Oil and Gas,32.9642945,United States,997452500.0,3302099346.752,4.49744,2698423750.0,100172001.15573533,1.3661471477201766e-05,Empresas de Baixo Potencial
Epsilon Energy,5.306384684999999,United States,9309675.0,116544128.83680001,21.5769,37709876.25,21963000.37693178,1.3661471477201766e-05,Empresas de Baixo Potencial
Bank of Hawaii,59.461453500000005,United States,246183750.0,2362433206.848,12.6377,794885000.0,39730498.79865449,1.3661471477201766e-05,Empresas de Baixo Potencial
Upbound Group,30.6155528,United States,316626250.0,1674202407.065625,70.237755,5212082500.0,54684702.83723327,1.3661471477201766e-05,Empresas de Potencial Mediano
SL Green Realty,66.010023475,United States,-201755000.0,4298578931.046375,-9.08497,1099708750.0,65120093.960796386,1.2991589987253281e-05,Empresas de Alto Potencial
CME Group,141.8878194545,United States,1220532500.0,15534204037.670837,26.0191,7246875000.0,360096989.20797515,7.443720877249564e-07,Empresas de Muito Alto Potencial
Spire Energy,63.8427235,United States,370125000.0,3686949128.2432504,15.5777,3262000000.0,57750498.82142403,1.3661471477201766e-05,Empresas de Alto Potencial
Macy's,14.715447745,United States,296250000.0,4081667815.654375,5.52536,10562148750.0,277372995.1262434,1.361545145512788e-05,Empresas de Potencial Mediano
Verizon,42.80786525,United States,1220532500.0,15534204037.670837,9.0504,10562148750.0,468084400.97929186,3.0845306183943154e-07,Empresas de Muito Alto Potencial
Nutrien,45.8795165,Canada,1220532500.0,15534204037.670837,11.1432,10562148750.0,468084400.97929186,2.4352010683349834e-06,Empresas de Muito Alto Potencial
Canadian Natural Resources,31.640198509999998,Canada,1220532500.0,15534204037.670837,6.54729,10562148750.0,468084400.97929186,8.206040644647174e-07,Empresas de Muito Alto Potencial
Vaalco Energy,5.390867,United States,237650000.0,559264680.8928,14.9737,630307500.0,103742993.63957597,1.3661471477201766e-05,Empresas de Baixo Potencial
TrustCo Bank,30.935576,United States,80666250.0,588097673.9904,8.88525,218420000.0,19010400.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Silvercrest Asset Management Group,16.372615500000002,United States,22995000.0,156315911.1296,13.8629,149388750.0,9547400.116346713,1.3661471477201766e-05,Empresas de Baixo Potencial
Southside Bancshares,31.202261999999997,United States,121386250.0,944377003.3216,10.537,311642500.0,30266299.38949939,1.3661471477201766e-05,Empresas de Baixo Potencial
Paccar,92.976930815,United States,1220532500.0,15534204037.670837,12.5166,10562148750.0,468084400.97929186,1.1264054359482634e-06,Empresas de Muito Alto Potencial
Safety Insurance,78.1485225,United States,81377500.0,1159528783.552,38.7028,1273061250.0,14837501.035953686,1.3661471477201766e-05,Empresas de Baixo Potencial
Magna International,39.469528,Canada,1220532500.0,11372513163.622375,13.1456,10562148750.0,288134004.633204,4.8101944761852165e-06,Empresas de Muito Alto Potencial
OceanFirst Financial,17.439359500000002,United States,167618750.0,1019930457.6928,8.59859,486163750.0,58484398.90770071,1.3661471477201766e-05,Empresas de Baixo Potencial
Sandy Spring Bank,29.52595,United States,150323750.0,1331906689.568,10.7045,495022500.0,45109698.06451613,1.3661471477201766e-05,Empresas de Baixo Potencial
Scotiabank,51.679937,Canada,1220532500.0,15534204037.670837,11.3519,10562148750.0,468084400.97929186,8.486787437048741e-07,Empresas de Muito Alto Potencial
Richmond Mutual Bancorporation,12.2770805,United States,11857550.0,124929117.6568,11.307,52782476.25,10175800.15515904,1.3661471477201766e-05,Empresas de Baixo Potencial
National Health Investors,79.0438255,United States,228708750.0,3434857161.472,32.8024,407567500.0,43455097.72261718,1.3661471477201766e-05,Empresas de Baixo Potencial
Douglas Emmett,16.4297625,United States,202960000.0,3257906885.888,70.237755,1256792500.0,198292999.42028987,1.3661471477201766e-05,Empresas de Baixo Potencial
CIBC,58.061352,Canada,1220532500.0,15534204037.670837,16.8527,10562148750.0,468084400.97929186,9.814560594360341e-07,Empresas de Muito Alto Potencial
Lakeland Bancorp,12.791403500000001,United States,138495000.0,833417523.152,9.01342,361653750.0,65154501.86150409,1.3661471477201766e-05,Empresas de Baixo Potencial
Chevron,137.9052355,United States,1220532500.0,15534204037.670837,10.7611,10562148750.0,468084400.97929186,2.1560267951074345e-07,Empresas de Muito Alto Potencial
Conagra Brands,30.802233,United States,1220532500.0,14755809650.07375,14.304,10562148750.0,468084400.97929186,3.6525189927297977e-06,Empresas de Muito Alto Potencial
Philip Morris,115.41789100000001,United States,1220532500.0,15534204037.670837,23.4214,10562148750.0,468084400.97929186,3.003930003289342e-07,Empresas de Muito Alto Potencial
Oneok,85.5204855,United States,1220532500.0,15534204037.670837,16.5275,10562148750.0,468084400.97929186,1.0787549562125502e-06,Empresas de Muito Alto Potencial
Suncor Energy,35.02634875,Canada,1220532500.0,15534204037.670837,10.8325,10562148750.0,468084400.97929186,1.2065686597616196e-06,Empresas de Muito Alto Potencial
UMH Properties,18.344187,United States,54578750.0,1440515858.4,-52.23688250000001,288795000.0,78527102.80373831,1.3661471477201766e-05,Empresas de Baixo Potencial
Allete,61.418738250000004,United States,338000000.0,3547196154.982375,14.8981,1924125000.0,57754298.70512481,1.3661471477201766e-05,Empresas de Baixo Potencial
Lincoln National Corporation,29.630719499999998,United States,1220532500.0,5043059446.73275,4.34592,10562148750.0,170196995.9498537,1.064985958767465e-05,Empresas de Potencial Mediano
Power Financial,14.647823794999999,Canada,1220532500.0,13463802943.52125,0.0,10562148750.0,468084400.97929186,3.98414550666105e-06,Empresas de Muito Alto Potencial
U.S. Bancorp,43.15550950000001,United States,1220532500.0,15534204037.670837,13.5357,10562148750.0,468084400.97929186,7.958321294550735e-07,Empresas de Muito Alto Potencial
Douglas Dynamics,25.963786999999996,United States,46635000.0,599607719.8368,23.3814,717403750.0,23094000.88041086,1.3661471477201766e-05,Empresas de Baixo Potencial
