Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
Denison Mines,1.75155555,Canada,50131625.0,1563035612.8192499,-52.23688250000001,-647800.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Delta Apparel,0.552421,United States,-63558750.0,3895203.33415,-0.236735,445738750.0,7051150.0,0.0,Empresas de Baixo Potencial
Cormedix,7.7243695,United States,-68138500.0,431483257.41120005,-9.36047,1007648.75,55859997.04069051,0.0,Empresas de Baixo Potencial
Comstock Mining,0.490797485,United States,10498100.0,101415938.78920001,-1.87462,2586436.25,206635000.97030857,0.0,Empresas de Baixo Potencial
Wayfair,53.418158250000005,United States,-771250000.0,6595272667.366375,-6.8468,10562148750.0,123464995.48898944,0.0,Empresas de Potencial Mediano
Velocity Financial,18.620397500000003,United States,103320000.0,616510187.0816,15.3937,232487500.0,33109399.897698205,0.0,Empresas de Baixo Potencial
Veeva Systems,141.8878194545,United States,731765000.0,15534204037.670837,61.652,3217061250.0,161934002.7213491,0.0,Empresas de Muito Alto Potencial
Vapotherm,2.0668165,United States,-37930000.0,12907145.224,-0.1085,88648750.0,6244940.0921658985,0.0,Empresas de Baixo Potencial
Valvoline,39.945753,United States,332750000.0,5147649124.17275,4.70754,1966875000.0,128865992.94229726,0.0,Empresas de Alto Potencial
USD Partners,0.0152392,United States,22240000.0,514694.4555,-0.00960717,90403750.0,33774375.0,0.0,Empresas de Baixo Potencial
USANA,35.96927425,United States,118433750.0,685297375.696,12.2209,1093896250.0,19052299.218853436,0.0,Empresas de Baixo Potencial
US Foods,57.51235982,United States,856250000.0,14065107661.61875,31.6632,10562148750.0,244557999.45679834,0.0,Empresas de Muito Alto Potencial
Universal Technical Institute,15.229675499999999,United States,50130000.0,819536257.7856,70.237755,883283750.0,53811800.37523452,0.0,Empresas de Baixo Potencial
U.S. Cellular,54.48014,United States,416250000.0,4684796339.302375,-52.23688250000001,4800000000.0,85990901.2587408,0.0,Empresas de Alto Potencial
United Natural Foods,15.924964,United States,-70000000.0,947059163.4784,40.8049,10562148750.0,59470097.6076555,0.0,Empresas de Potencial Mediano
Unisys,5.479921075,United States,-329500000.0,379953091.26879996,-1.60055,2485250000.0,69335504.30172937,0.0,Empresas de Baixo Potencial
Unifi,7.062416750000001,United States,-56921250.0,128924424.4384,-2.5784,727761250.0,18255000.944032367,0.0,Empresas de Baixo Potencial
Uber,71.70996050000001,United States,1220532500.0,15534204037.670837,-52.23688250000001,10562148750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
U.S. Silica,14.7534505,United States,273978750.0,1153787628.3008,7.66832,1683068750.0,78204595.48095545,0.0,Empresas de Baixo Potencial
Tyler Technologies,141.8878194545,United States,327328750.0,15534204037.670837,70.237755,2536191250.0,42672699.930737324,0.0,Empresas de Muito Alto Potencial
Twilio,61.5949415,United States,-256572500.0,9892147528.703999,-9.76737,5298965000.0,160599998.76295036,0.0,Empresas de Alto Potencial
Tutor Perini,24.53034975,United States,86996250.0,1285130269.952,-6.30244,5323291250.0,52389398.56338575,0.0,Empresas de Potencial Mediano
Tupperware Brands,0.48565425500000003,United States,-166500000.0,22597782.9824,-1.30744,1426250000.0,46530598.15650127,0.0,Empresas de Baixo Potencial
TrueBlue,7.24338225,United States,-33932500.0,216049094.8048,-50.6908,2205562500.0,29827101.117685735,0.0,Empresas de Baixo Potencial
Triumph Group,12.010489745,United States,121905000.0,928736402.7936,10.0315,1598273750.0,77327105.09829423,0.0,Empresas de Baixo Potencial
Tri Pointe Homes,42.441171999999995,United States,656023750.0,3972043838.016,10.8983,5240675000.0,93589400.35906643,0.0,Empresas de Potencial Mediano
Trex,64.3951445,United States,438007500.0,7000202837.913626,38.1404,1562107500.0,108706997.89971937,0.0,Empresas de Alto Potencial
TreeHouse Foods,40.178055555,United States,-14875000.0,2085240936.62725,-31.1407,4229125000.0,51899996.34931935,0.0,Empresas de Baixo Potencial
Tredegar,6.930311935,United States,-152988750.0,239169216.6064,-10.8209,876883750.0,34510599.06820775,0.0,Empresas de Baixo Potencial
Transportadora de Gas del Sur,17.982256,Argentina,405206250.0,3516322023.4367504,17.7971,1231605987.5,195543986.4406752,0.0,Empresas de Baixo Potencial
Transcontinental Realty Investors,27.43056,United States,11258750.0,236981385.6192,0.563821,58865000.0,8639319.999999998,0.0,Empresas de Baixo Potencial
TopBuild,141.8878194545,United States,1130711250.0,11607646460.97925,21.154,6570653750.0,30166201.0297031,0.0,Empresas de Muito Alto Potencial
Titan International,7.876761500000001,United States,74202500.0,568379246.4128001,4.19797,2257948750.0,72159001.69286579,0.0,Empresas de Baixo Potencial
Tillys,4.743201,United States,-40853750.0,143016524.1368,-19.1538,772772500.0,30151900.401606426,0.0,Empresas de Baixo Potencial
Tidewater,68.3763855,United States,348378750.0,3589179053.7599998,70.237755,1577892500.0,52491500.20894275,0.0,Empresas de Baixo Potencial
Thermon Group,28.4306325,United States,80667500.0,961023634.8768001,0.0,628582500.0,33802400.8040201,0.0,Empresas de Baixo Potencial
Teledyne,141.8878194545,United States,1220532500.0,15534204037.670837,25.9364,6939625000.0,46784201.00410292,0.0,Empresas de Muito Alto Potencial
Telecom Argentina,7.352914,Argentina,629966250.0,2753496924.53125,-2.53416,4946296496.25,374476965.8031156,0.0,Empresas de Potencial Mediano
Teladoc Health,8.152972,United States,-871390937.5,1395935590.3743749,-0.343066,3261675000.0,171218003.7383147,0.0,Empresas de Baixo Potencial
Tejon Ranch,16.8297915,United States,-12308750.0,451285805.3728,33.1111,49338750.0,26814699.717034522,0.0,Empresas de Baixo Potencial
Teekay,8.8292115,Canada,589142500.0,810838636.7776,5.68712,1677578750.0,91835905.93311758,0.0,Empresas de Baixo Potencial
Team Inc,14.153407,United States,-7856250.0,62584666.58320001,-0.535496,1061330000.0,4421879.946164199,0.0,Empresas de Baixo Potencial
Taylor Morrison,66.01907175,United States,1220532500.0,6881960300.23675,8.76185,9232768750.0,104242003.3758919,0.0,Empresas de Potencial Mediano
Talos Energy,9.77327994,United States,162492500.0,1760695473.54875,2.53483,2183988750.0,180153999.92203128,0.0,Empresas de Baixo Potencial
Superior Industries International,2.952595,United States,-100160000.0,85288948.7148,-0.775,1583696250.0,28886098.064516127,0.0,Empresas de Baixo Potencial
Sunnova,9.724609745,United States,-184466250.0,1214253726.0608,-4.83256,966351250.0,124864005.64147265,0.0,Empresas de Baixo Potencial
Summit Midstream,36.240722500000004,United States,267220000.0,385916586.448,-4.73259,581593750.0,10648700.131406045,0.0,Empresas de Baixo Potencial
Summit Materials,36.59789125,United States,677578750.0,6426077072.0512495,14.7748,4222758750.0,175585992.8692271,0.0,Empresas de Alto Potencial
Stoneridge,10.762685000000001,United States,4888750.0,297886372.3392,-37.9,1179868750.0,27677700.53097345,0.0,Empresas de Baixo Potencial
Southwestern Energy,6.7911589900000005,United States,-871390937.5,7490512028.46725,1.42715,7043750000.0,468084400.97929186,0.0,Empresas de Potencial Mediano
Snap,10.267315754999998,United States,-871390937.5,15534204037.670837,-12.6395,6226723750.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Smartsheet,52.708583000000004,United States,-89536250.0,7334135404.36475,-49.4107,1302828750.0,139144992.84423468,0.0,Empresas de Alto Potencial
Skyline Champion,89.66364300000001,United States,249511250.0,5162805422.924749,22.6683,2734791250.0,57579697.30189024,0.0,Empresas de Alto Potencial
Skechers,64.073121155,United States,1060592500.0,9761091384.01275,19.8493,10493910000.0,152342998.2503831,0.0,Empresas de Muito Alto Potencial
SiteOne Landscape Supply,141.8878194545,United States,247500000.0,6497494058.931251,38.7667,5536000000.0,45121199.65606226,0.0,Empresas de Alto Potencial
SilverBow Resources,35.069209,United States,423876250.0,895653562.5567999,2.86092,961355000.0,25539599.78272678,0.0,Empresas de Baixo Potencial
Shopify,75.8245445,Canada,1220532500.0,15534204037.670837,-52.23688250000001,9705000000.0,468084400.97929186,0.0,Empresas de Muito Alto Potencial
Shift4 Payments,84.78233675,United States,189750000.0,7511273914.547251,44.1457,3644000000.0,88594797.01174018,0.0,Empresas de Alto Potencial
Shake Shack,98.064252,United States,35495000.0,4164867020.4927497,70.237755,1461812500.0,42470797.82439731,0.0,Empresas de Alto Potencial
Seritage Growth Properties,4.42413025,United States,-269106250.0,248938290.52719998,-3.54198,26151250.0,56268300.53821313,0.0,Empresas de Baixo Potencial
SelectQuote,2.0383382450000003,United States,-36332500.0,349458842.50079995,-5.48571,1652221250.0,171443009.2051773,0.0,Empresas de Baixo Potencial
SEACOR Marine,9.238765,United States,20301250.0,255324353.4832,-9.15094,356605000.0,27636199.587628867,0.0,Empresas de Baixo Potencial
Seabridge Gold,16.1440275,Canada,22155625.0,1444674209.3823748,-52.23688250000001,0.0,89486604.83775656,0.0,Empresas de Baixo Potencial
ReneSola,2.419223,United States,-15548750.0,123997271.05520001,8.63998,129471250.0,51254998.42519685,0.0,Empresas de Baixo Potencial
Regis Corporation,26.154277,United States,144161250.0,59630440.988800004,-28.0404,253727500.0,2279949.8907501823,0.0,Empresas de Baixo Potencial
Rayonier Advanced Materials,7.97676875,United States,-28462500.0,525610858.3104,29.3103,1997321250.0,65892703.52238806,0.0,Empresas de Baixo Potencial
Ranpak,6.08139325,United States,-21625000.0,506114252.528,-20.7419,431125000.0,83223404.85512921,0.0,Empresas de Baixo Potencial
Rafael Holdings,1.8668019999999999,United States,-86206250.0,45861164.6934,-27.4286,675000.0,24566700.000000004,0.0,Empresas de Baixo Potencial
Q2,75.24355,United States,-70401250.0,4535921790.489625,-52.23688250000001,819353750.0,60283197.56962058,0.0,Empresas de Alto Potencial
Pure Storage,46.9462605,United States,218752500.0,15383914369.126251,70.237755,3762366250.0,327692007.9529284,0.0,Empresas de Muito Alto Potencial
Phreesia,21.753958,United States,-120212500.0,1256797915.0527499,-7.94406,487445000.0,57773298.77407826,0.0,Empresas de Baixo Potencial
Performance Food Group,74.2625265,United States,1036250000.0,11572701146.675251,30.4319,10562148750.0,155835004.43760487,0.0,Empresas de Muito Alto Potencial
Penumbra,141.8878194545,United States,-12421250.0,7132071902.489625,70.237755,1417103750.0,38843898.887303986,0.0,Empresas de Alto Potencial
PREIT (Pennsylvania Real Estate Investment Trust),0.47374863,United States,-13968750.0,2562505.7682,-0.0118967,354180000.0,5408998.793727382,0.0,Empresas de Baixo Potencial
Parsons,98.81192525,United States,212267500.0,10492344761.753624,70.237755,7648675000.0,106185004.84842668,0.0,Empresas de Muito Alto Potencial
PAR Technology,49.90838,United States,-102411250.0,1810870722.41925,-20.3668,498111250.0,36283901.068703294,0.0,Empresas de Baixo Potencial
Par Pacific Holdings,16.972659,United States,552242500.0,956085158.768,1.72228,10562148750.0,56330900.112233445,0.0,Empresas de Potencial Mediano
Pampa Energía,55.884051299999996,Argentina,0.0,3821937961.84325,5.69552,0.0,68390495.55169329,0.0,Empresas de Baixo Potencial
Palo Alto Networks,141.8878194545,United States,1220532500.0,15534204037.670837,70.237755,10034375000.0,325599984.1789286,0.0,Empresas de Muito Alto Potencial
PagSeguro,8.4482315,Brazil,1220532500.0,2695568702.182375,9.70687,2299136496.25,319068991.2063105,0.0,Empresas de Baixo Potencial
PagerDuty,17.7631925,United States,-87090000.0,1653008824.928,-18.1176,558680000.0,93058093.29758713,0.0,Empresas de Baixo Potencial
Owens &amp; Minor,15.315396,United States,140798750.0,1180758817.856,-12.5426,10562148750.0,77096199.00497514,0.0,Empresas de Potencial Mediano
orion-group-holdings,5.38610475,United States,-22110000.0,209842656.2992,-9.98246,903636250.0,38960002.82935455,0.0,Empresas de Baixo Potencial
Ooma,10.85793,United States,-6681250.0,290992524.0,-52.23688250000001,306046250.0,26800000.0,0.0,Empresas de Baixo Potencial
Onto Innovation,141.8878194545,United States,225857500.0,9987264519.424,61.0113,1121517500.0,49383603.833564885,0.0,Empresas de Alto Potencial
Oil States International,4.3526965,United States,9015000.0,277649811.9616,28.625,945250000.0,63788001.750547044,0.0,Empresas de Baixo Potencial
O-I Glass,12.479476125,United States,232500000.0,1938861349.638375,5.39431,8382500000.0,155364001.6790669,0.0,Empresas de Potencial Mediano
DNOW Inc.,12.115164,United States,162500000.0,1289901480.601625,10.7815,2923750000.0,106469997.48427878,0.0,Empresas de Baixo Potencial
Nine Energy Service,1.085793,United States,7826250.0,44699274.7482,2.55556,699013750.0,41167400.0,0.0,Empresas de Baixo Potencial
NGL Energy Partners,4.305073999999999,United States,139752500.0,570478293.8208001,-7.0625,8409657500.0,132513005.30973452,0.0,Empresas de Potencial Mediano
Nevro,5.0003625,United States,-81515000.0,186429515.16,-1.84965,532622500.0,37283200.0,0.0,Empresas de Baixo Potencial
MRC Global,11.8580025,United States,213750000.0,1010734575.8016001,13.4468,4117500000.0,85236495.42168675,0.0,Empresas de Baixo Potencial
Molina Healthcare,141.8878194545,United States,1220532500.0,15534204037.670837,21.1606,10562148750.0,58600002.910626076,0.0,Empresas de Muito Alto Potencial
Modine Manufacturing,125.84245625,United States,308625000.0,6595856389.68325,33.3846,3058625000.0,52413601.78618772,0.0,Empresas de Alto Potencial
MISTRAS Group,10.6198175,United States,6847500.0,328974309.86079997,70.237755,902375000.0,30977397.668161433,0.0,Empresas de Baixo Potencial
Amplify Energy,6.07186875,United States,40063750.0,241311848.1264,0.591328,389446250.0,39742599.52941176,0.0,Empresas de Baixo Potencial
Metropolitan Bank Holding,48.67019499999999,United States,120487500.0,544760619.9008,10.3651,322520000.0,11192899.882583171,0.0,Empresas de Baixo Potencial
Pediatrix Medical Group,10.6579155,United States,-283200000.0,915150412.1664,9.98608,2503065000.0,85865797.31903486,0.0,Empresas de Baixo Potencial
LendingClub,10.484283864999998,United States,72461250.0,1172321177.6000001,22.5102,952288750.0,111817000.82669406,0.0,Empresas de Baixo Potencial
Lee Enterprises,8.36727325,United States,-13627500.0,51798021.750999995,-5.32424,796933750.0,6190549.800796812,0.0,Empresas de Baixo Potencial
Kosmos Energy,3.76693975,United States,685318750.0,1777306201.5487502,8.42553,2380145000.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Knowles,17.0964775,United States,-235375000.0,1511795326.7392502,-8.35185,989250000.0,88427298.94150712,0.0,Empresas de Baixo Potencial
Kirby Corporation,116.91323750000001,United States,522567500.0,6769276535.065624,37.75,3995450000.0,57900000.716904484,0.0,Empresas de Alto Potencial
Kingsway Financial Services,7.714845,Canada,-9370000.0,214556796.1448,3.38912,132642500.0,27810901.72839506,0.0,Empresas de Baixo Potencial
OPENLANE Corporate,15.886866,United States,117500000.0,1725615566.6303751,-10.0419,2069625000.0,108619004.3165452,0.0,Empresas de Baixo Potencial
Stride (K12 Education),80.2629615,United States,339168750.0,3473652507.264,23.0632,2550086250.0,43278399.43040228,0.0,Empresas de Alto Potencial
Jones Lang LaSalle,141.8878194545,United States,556750000.0,12029656726.886375,55.5532,10562148750.0,47464200.947012305,0.0,Empresas de Muito Alto Potencial
Jeld-Wen,14.9439405,United States,4098750.0,1263399536.4927502,24.7513,5053983750.0,84542596.8132535,0.0,Empresas de Baixo Potencial
Itaú CorpBanca,2.952595,Chile,471572500.0,2265868614.041625,4.35881,1361917593.75,468084400.97929186,0.0,Empresas de Baixo Potencial
Integer Holdings,119.761063,United States,157710000.0,4015732064.2303753,50.7661,2086063750.0,33531199.236519597,0.0,Empresas de Alto Potencial
Inspire Medical Systems,141.8878194545,United States,10663750.0,5934664807.24475,-52.23688250000001,882131250.0,29821701.46453502,0.0,Empresas de Alto Potencial
Ingevity,38.498028999999995,United States,-538875000.0,1399214700.4736252,11.6821,1935500000.0,36345099.65363747,0.0,Empresas de Baixo Potencial
Imax Corp,19.46712555,Canada,52720000.0,1025461982.5088,43.2979,447497500.0,52676599.83365136,0.0,Empresas de Baixo Potencial
Iamgold,4.990838,Canada,205500000.0,2851869496.0256248,70.237755,1557875000.0,468084400.97929186,0.0,Empresas de Baixo Potencial
HubSpot,141.8878194545,United States,-13851250.0,15534204037.670837,-52.23688250000001,2992645000.0,51348802.24835519,0.0,Empresas de Muito Alto Potencial
Howard Hughes Holdings,73.48151750000001,United States,-661627500.0,3691447008.601625,32.2573,1366305000.0,50236401.399870716,0.0,Empresas de Baixo Potencial
Hovnanian Enterprises,141.8878194545,United States,446603750.0,1172382134.4,9.16075,3640390000.0,6037729.9259331925,0.0,Empresas de Baixo Potencial
Hilton Grand Vacations,35.793071,United States,617500000.0,3632961153.446375,11.5303,5535000000.0,101499006.70569383,0.0,Empresas de Potencial Mediano
Heritage Insurance,14.022826105,United States,82346250.0,430279208.2192,-31.6531,960173750.0,30684200.53114536,0.0,Empresas de Baixo Potencial
Herbalife,7.074131885,United States,166375000.0,712492398.6207999,3.94149,6302125000.0,100717997.65729134,0.0,Empresas de Potencial Mediano
Helix Energy Solutions,10.315033499999998,United States,65158750.0,1568431752.582375,70.237755,1739793750.0,152052996.49122566,0.0,Empresas de Baixo Potencial
Haemonetics,76.380108585,United States,188725000.0,3908958182.73275,31.4983,1667368750.0,51177698.685550384,0.0,Empresas de Alto Potencial
Guidewire Software,141.8878194545,United States,-25125000.0,14260140162.355001,-52.23688250000001,1225621250.0,83025906.3716508,0.0,Empresas de Muito Alto Potencial
Green Dot,11.04842,United States,-62622500.0,593480281.344,12.8242,1972726250.0,53716303.44827586,0.0,Empresas de Baixo Potencial
Graham Corporation,28.1067995,United States,6818750.0,306119593.96639997,70.237755,234893750.0,10891300.304981362,0.0,Empresas de Baixo Potencial
GrafTech,1.10007975,United States,-29052500.0,282904196.6864,2.26,773080000.0,257166988.74458876,0.0,Empresas de Baixo Potencial
GOL Airlines,0.187365964,Brazil,471807500.0,622016107.18425,2.52643,4511374641.25,468084400.97929186,0.0,Empresas de Baixo Potencial
GoDaddy,141.8878194545,United States,952375000.0,15534204037.670837,70.237755,5503750000.0,140973441.55593237,0.0,Empresas de Muito Alto Potencial
GMS,85.39190475,United States,423495000.0,3354646546.624,11.402,6925953750.0,39285299.42557582,0.0,Empresas de Potencial Mediano
Globus Medical,67.38107525000001,United States,83190000.0,9123870453.606375,34.6127,2795662500.0,135407017.76803976,0.0,Empresas de Alto Potencial
Geo Group,12.077066,United States,45468750.0,1686320740.81925,13.5213,3029905000.0,139630001.2618338,0.0,Empresas de Baixo Potencial
Genworth Financial,6.419513,United States,1091250000.0,2773422239.4880004,6.89796,9005000000.0,432030005.93471813,0.0,Empresas de Potencial Mediano
Genesco,25.820919500000002,United States,6587500.0,289759794.6336,48.4107,2876312500.0,11221900.700848395,0.0,Empresas de Baixo Potencial
Generac Power Systems,141.8878194545,United States,405087500.0,8904677603.27675,60.0155,5027258750.0,60152701.71465303,0.0,Empresas de Alto Potencial
Gates Industrial Corp,16.725022,United States,586000000.0,4375483005.23525,22.3,4355375000.0,261612989.52164307,0.0,Empresas de Alto Potencial
Gannett,5.343244499999999,United States,40258750.0,788662918.6784,-33.1765,3247346250.0,147600005.70409983,0.0,Empresas de Baixo Potencial
GameStop,21.17639232,United States,8375000.0,9455471544.37125,-52.23688250000001,6042500000.0,446510028.78526425,0.0,Empresas de Alto Potencial
FTI Consulting,141.8878194545,United States,532905000.0,7668411279.513625,31.4665,4619567500.0,35902201.19060902,0.0,Empresas de Alto Potencial
Franklin Covey,39.0409255,United States,31875000.0,511217525.3456,31.053,351330000.0,13094400.780678215,0.0,Empresas de Baixo Potencial
Fluor Corporation,45.374717999999994,United States,800000000.0,7772144635.8272505,-52.23688250000001,10562148750.0,171287998.65659222,0.0,Empresas de Potencial Mediano
Flotek Industries,4.6955785,United States,9145000.0,139979884.9488,-11.1822,219977500.0,29810998.78296146,0.0,Empresas de Baixo Potencial
Floor &amp; Decor,116.63226475,United States,326971250.0,12498663222.630375,45.3026,5482951250.0,107162998.58723591,0.0,Empresas de Muito Alto Potencial
EPAM Systems,141.8878194545,United States,645900000.0,10804411392.56325,24.2948,5776818750.0,56935402.20839216,0.0,Empresas de Muito Alto Potencial
Enzo Biochem,1.0762684999999999,United States,4313750.0,55382300.64,-1.20213,5901250.0,51457699.11504425,0.0,Empresas de Baixo Potencial
Enviva,0.390028275,United States,-209072500.0,29055740.674200002,-0.10115,1413671250.0,74496498.16849817,0.0,Empresas de Baixo Potencial
Envista,18.73945375,United States,-871390937.5,3222174009.728,16.8889,3167000000.0,171945994.4091487,0.0,Empresas de Baixo Potencial
Envestnet,59.585271999999996,United States,-336977500.0,3291770582.73275,-32.2732,1634627500.0,55244701.7902805,0.0,Empresas de Baixo Potencial
Enova International,78.26757875,United States,293367500.0,2065982489.062375,13.4495,2966596250.0,26396402.2147852,0.0,Empresas de Baixo Potencial
Endeavour Silver,3.836373355,Canada,-6912500.0,943820833.4784,70.237755,277395000.0,246019025.29854265,0.0,Empresas de Baixo Potencial
edenor,21.58727925,Argentina,1220532500.0,1200665114.2912002,-9.57656,1992474107.5,55619103.2870064,0.0,Empresas de Baixo Potencial
Emergent BioSolutions,7.143375,United States,-611000000.0,377931672.3456,-0.620033,1343000000.0,52906598.4,0.0,Empresas de Baixo Potencial
Emerald Holding,4.7146275,United States,73500000.0,961439847.9072,33.0,491750000.0,203927001.21212122,0.0,Empresas de Baixo Potencial
e.l.f. Cosmetics,110.53658475,United States,160708750.0,6232959102.489625,49.8053,1415087500.0,56388200.49114666,0.0,Empresas de Alto Potencial
Dynatrace,50.9275015,United States,170175000.0,15171557458.17625,70.237755,1871080000.0,297905002.43127483,0.0,Empresas de Muito Alto Potencial
Dycom Industries,141.8878194545,United States,466065000.0,5339049087.28325,29.8053,5542558750.0,29104099.768957462,0.0,Empresas de Potencial Mediano
Ducommun,61.433025,United States,55470000.0,906026520.256,32.8737,970410000.0,14748199.689922482,0.0,Empresas de Baixo Potencial
Drive Shack,0.1238185,United States,-53021250.0,24694733.0955,-0.5,461840000.0,199443000.0,0.0,Empresas de Baixo Potencial
Dril-Quip,14.6772545,United States,-21588750.0,505663690.3408,-52.23688250000001,592783750.0,34452198.831927314,0.0,Empresas de Baixo Potencial
Donnelley Financial Solutions,62.899798000000004,United States,168875000.0,1826201357.61925,23.3523,1003250000.0,29033501.150818482,0.0,Empresas de Baixo Potencial
Diebold Nixdorf,41.487864795,United States,-658625000.0,1558562237.094375,-3.48304,4519250000.0,37566701.6077002,0.0,Empresas de Baixo Potencial
Customers Bancorp,43.222181,United States,420760000.0,1370039434.944,7.05754,967310000.0,31697600.705156457,0.0,Empresas de Baixo Potencial
Cushman &amp; Wakefield,12.9247465,United States,399000000.0,2962998131.31525,-40.1471,10562148750.0,229249999.705236,0.0,Empresas de Potencial Mediano
CURO Group,0.0666715,United States,-418662500.0,2753566.28575,-0.00697211,644238750.0,41300499.99999999,0.0,Empresas de Baixo Potencial
Culp,5.7813715,United States,-16898750.0,72211063.494,-2.51899,290427500.0,12490299.835255355,0.0,Empresas de Baixo Potencial
CorEnergy Infrastructure Trust,0.018858510000000002,United States,-13463000.0,1549969.5074999998,-0.00933962,167916216.25,82189393.93939394,0.0,Empresas de Baixo Potencial
CoreCivic,11.943722999999999,United States,205196250.0,1317046275.12325,12.1346,2457182500.0,110270999.68102492,0.0,Empresas de Baixo Potencial
Cooper Standard,12.981893499999998,United States,47915000.0,224832116.28959998,-0.870988,3512307500.0,17318900.073367573,0.0,Empresas de Baixo Potencial
Coeur Mining,6.686103755,United States,-45637500.0,2669406775.104,-35.65,1114698750.0,399246986.424308,0.0,Empresas de Baixo Potencial
CNX Resources,29.821209500000002,United States,997650000.0,4509772298.598374,2.26873,1724541250.0,151227008.3679327,0.0,Empresas de Alto Potencial
Cloudflare,77.47704525,United States,-113466250.0,15534204037.670837,-52.23688250000001,1847092500.0,341703003.06104213,0.0,Empresas de Muito Alto Potencial
Cleveland-Cliffs,12.07230375,United States,492500000.0,5650321329.07525,18.7647,10562148750.0,468040023.3530613,0.0,Empresas de Potencial Mediano
Clearwater Paper,27.087678,United States,124625000.0,450522260.496,5.66998,2644250000.0,16632000.0,0.0,Empresas de Baixo Potencial
Clear Channel Outdoor,1.52392,United States,323705000.0,745116112.24,-52.23688250000001,2748991250.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Clean Harbors,141.8878194545,United States,823906250.0,12311785278.77125,35.5866,7041598750.0,53972598.64718185,0.0,Empresas de Muito Alto Potencial
Citizens Inc,3.314526,United States,27052500.0,165290778.9032,17.6228,307543750.0,49868602.29885057,0.0,Empresas de Baixo Potencial
Cinemark Theatres,26.5447815,United States,386875000.0,3248656569.574375,-52.23688250000001,3533875000.0,122384001.14818707,0.0,Empresas de Alto Potencial
Ciena,58.6232975,United States,298240000.0,8466787359.488,41.4832,5025412500.0,144427006.33631194,0.0,Empresas de Alto Potencial
Chegg,1.7286967500000001,United States,-589053750.0,179213997.78719997,22.125,854172500.0,103670003.30578512,0.0,Empresas de Baixo Potencial
Charles River Laboratories,141.8878194545,United States,675303750.0,9675311024.43525,20.8967,5097220000.0,51630699.34434588,0.0,Empresas de Alto Potencial
CGI,108.7221675,Canada,1220532500.0,15534204037.670837,22.9198,10562148750.0,228595014.9802937,0.0,Empresas de Muito Alto Potencial
Celestica,48.19397000000001,Canada,637625000.0,5736431830.681624,30.4048,10562148750.0,119027999.36758943,0.0,Empresas de Potencial Mediano
CBIZ,63.195057500000004,United States,200417500.0,3172322319.552,27.4151,2065493750.0,50198899.171062544,0.0,Empresas de Baixo Potencial
Catalent,57.4422595,United States,-871390937.5,10423702528.409626,-46.7674,5476250000.0,181464006.10180777,0.0,Empresas de Alto Potencial
Carvana,141.8878194545,United States,1220532500.0,15534204037.670837,-13.7585,10562148750.0,116947008.27389349,0.0,Empresas de Muito Alto Potencial
Cars.com,15.848768,United States,67761250.0,1046337248.2368,9.28889,891261250.0,66020100.0,0.0,Empresas de Baixo Potencial
Canopy Growth,4.418987019999999,Canada,-543511250.0,495081193.6416,-2.62294,265627480.0,112034996.12035522,0.0,Empresas de Baixo Potencial
Canada Goose,12.124688500000001,Canada,87516625.0,1177245267.904,34.7331,1244223266.25,97094887.66692851,0.0,Empresas de Baixo Potencial
Calix,36.631227,United States,1131250.0,2410353054.118375,52.6849,1191272500.0,65800500.052001394,0.0,Empresas de Baixo Potencial
Brookdale Senior Living,6.46618305,United States,44491250.0,1275137743.641625,-13.18,3836903750.0,197200996.90676484,0.0,Empresas de Baixo Potencial
Bristow Group,32.8880985,United States,108816250.0,941191583.8240001,-52.23688250000001,1716083750.0,28617999.420793515,0.0,Empresas de Baixo Potencial
Brinker International,71.969503125,United States,287375000.0,3221088734.8607497,23.9209,5518875000.0,44756300.86352287,0.0,Empresas de Potencial Mediano
BrightView,14.629631999999999,United States,190125000.0,1383963187.2,-52.23688250000001,3477625000.0,94600000.0,0.0,Empresas de Baixo Potencial
Bright Horizons,132.4381725,United States,189865000.0,7687135745.510376,70.237755,3192753750.0,58043203.10679594,0.0,Empresas de Alto Potencial
BRF,4.238402499999999,Brazil,1220532500.0,6985183570.047999,-17.2413,10562148750.0,468084400.97929186,0.0,Empresas de Potencial Mediano
Braskem,7.08146575,Brazil,-871390937.5,2793418751.98725,-4.60923,10562148750.0,394469005.5144657,0.0,Empresas de Potencial Mediano
Box,30.992722999999998,United States,88537500.0,4439025836.518375,70.237755,1323890000.0,143228003.44191685,0.0,Empresas de Alto Potencial
Boston Beer Company,141.8878194545,United States,181600000.0,3163468222.4383745,41.8759,2500588750.0,11715699.583774157,0.0,Empresas de Baixo Potencial
Boot Barn Holdings,141.8878194545,United States,254948750.0,4805988210.790375,29.8051,2133375000.0,30503698.416152664,0.0,Empresas de Alto Potencial
Bluelinx,99.588172,United States,84442500.0,849046907.6287999,9.58387,3771396250.0,8525579.801071154,0.0,Empresas de Baixo Potencial
Bloom Energy,10.137973044999999,United States,-209193750.0,2312978711.18075,-8.9916,1660311250.0,228150015.87733558,0.0,Empresas de Baixo Potencial
